nose_x,left_eye_x,right_eye_x,left_ear_x,right_ear_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
424.5864203316829,425.54881867908335,417.1827737717406,411.9227236793159,415.3166205996563,400.8047034853984,414.3477663312643,368.1970518203012,422.26527077811147,388.2646208263582,419.7358805338546,405.9243796212337,433.2725237891792,398.55584317161964,423.6359561738518,,429.2504933675134,764.0168653215687,760.1264492216571,760.4566328866148,758.3649095807764,757.5045096987776,776.47894250779,775.542810349238,794.8591802687879,786.9843802679161,768.8446408226384,783.6395212809252,845.3671904064367,843.4910939534514,869.4223498389842,865.6560581752241,,872.4826863606779
403.5813453311016,408.94925580705956,402.39230274018826,404.53066253662143,401.1924536568782,394.6526943388443,397.8833992367703,359.597817557199,393.2277639479868,395.29650969732415,387.0217270624074,399.74081638881177,428.04166557675353,399.84033203125034,401.2602942330501,,426.78319040934286,768.0068381173278,763.0331762404676,763.90706670852,759.9931411743171,759.1205055600128,777.0969492594409,777.9683420090455,800.0882895333434,794.1623785836364,766.2637979416627,791.9979614984429,843.0863698323576,842.0742986769911,867.4626526605523,857.6771574474525,,873.8725687662768
386.5173848470056,385.5181648617703,390.2063140869144,387.19077083042725,387.198900495257,376.66301727294956,390.7107642037531,351.92724173409636,364.68581699189724,387.8361798241028,356.3382813589917,389.498693557013,421.0013206118633,399.21974908737945,378.9929787772046,,424.66835930233947,770.1090400332503,766.0879963466107,765.4096521650049,762.0063156854546,762.2146228608638,780.4168225242986,779.5445640200668,803.8238278343572,798.6210187276212,770.027172270276,800.6631146385564,841.7828492664164,841.1843109130867,869.5588044666117,853.1350482759029,,875.0638965425046
378.49948047456326,372.53992098853735,385.7399749755863,376.79492151169586,380.5722002301901,373.16763378325,380.2960146949408,346.5023678370888,343.6658537728449,372.99701763334764,339.7036875770209,380.8500271751771,405.1228030976799,407.2127115158811,358.0786884852821,,423.6109437488378,770.3367291405095,766.6087770007913,765.0149176461364,764.6418496994752,765.9327941167929,782.893854777019,783.2475364321762,808.1291532970617,799.0680000668488,780.2325475783582,809.0892868041999,840.1539517357244,840.3801095145097,876.6039581298837,852.5169510614312,,875.6595604306183
378.9826605660578,369.61209942045696,383.5801863897418,362.984036400205,380.838294619606,361.31143406459296,383.37433115641306,344.8130418686643,351.9849132356193,356.4238617306667,337.63072640555276,371.5099723452617,391.63866351899685,403.5268925258095,360.12696111769935,,424.31588745117233,768.4598341442297,765.4850518362871,764.5416882832853,765.1587197440018,766.9532616024933,786.2632889520562,784.8108237130309,807.9036185854965,806.253962198894,787.7567131405792,806.5626111711782,841.2152513776515,841.1180274600083,878.0869155157188,861.6559041341154,,875.2624511718758
374.636990138463,368.3402746291391,382.90089961460694,362.59712618873266,378.55456506638336,362.6533813476566,379.8964382353287,340.2261388869516,358.4315016610285,340.691561744327,338.1940251304993,364.44221314929814,382.90409633091554,390.82373882475395,369.0740312848776,,,771.0656654721222,766.9895230247869,765.9361016409745,769.8307716732941,769.6027021862219,788.2930021740149,787.3200538271957,814.199413117909,815.3502982003356,791.1916009812135,804.7799275716153,844.856233142672,844.3132578531909,875.6379997616731,868.9567791166769,,
371.1692007155649,365.1744366600403,372.27945745559,355.33762286958273,370.9480652582081,352.38319941929444,370.2930541265582,335.64734631493013,369.00290153140145,329.93103481474407,353.69904109409913,353.8474197387699,379.3015129452664,360.6627803984146,387.3839002336778,,,776.1160550798697,773.6792569841664,769.8730025518515,773.6044449579156,772.8321351550882,791.78266797747,790.8787979852593,821.3551650274376,823.7507404145748,804.582318987166,798.3919194539396,850.3280712309347,849.0495038713736,877.7469351632263,876.724436442058,,
355.55064065115823,354.33280072893444,366.57214101155637,347.1932071504142,364.36759512765104,349.8267578851612,370.2649933951245,332.36555480957065,382.7708229791554,332.40095919654516,361.7090450468521,350.26290021623913,365.4188217889698,336.47523171561136,387.1798046657021,,,780.7056779407327,778.7127769106918,775.4586715698249,779.1057986304882,777.3901436215363,796.459907531739,796.004577273415,828.7744703746985,825.1748628162211,822.1992347353988,796.3687671479731,856.4622606549951,855.0861700148819,880.8368675595246,885.462941487631,,
340.4777072724845,336.50568971179814,352.6468178885327,334.446341015044,355.9134201776417,337.20877111525795,373.0867883591428,325.71409007481196,387.4068499973846,325.3063979375933,354.294042859759,342.56236557733473,359.01740410214416,321.0546795073013,369.0181407020209,,,787.6164380028142,786.654572986422,784.2419382731127,785.6421592349107,784.8348326910118,804.7997294834689,802.4011641002844,841.9161787487219,834.8674294607988,838.5991069248753,800.8517063685833,865.3142126174209,864.2079271589016,885.779091244653,892.6052028111058,,
329.43251764206695,326.93558356875496,346.22521173386383,330.65919203985334,349.92988005138614,337.3655435471311,364.0308589027045,318.4877293904625,376.7230816795716,316.681937444778,336.31047512236125,336.1206087384909,348.65630740211157,323.1148957752049,337.7266511462987,,,793.5093558175231,791.7444948468897,791.741637093681,791.764460972378,791.8266267322366,810.8947819301068,809.9629047938763,846.9838627406536,842.0984297252844,848.3454168410536,811.0666002546045,872.6686888195227,872.2747751871752,891.3428896949413,895.2848241896864,,
324.2959794544041,324.5023189726333,335.9245590936573,326.4869936988471,345.6100776309062,329.9771339779811,360.8494044712615,312.7708411443804,369.5632078988215,309.7441004798529,310.69710431780163,329.41619328090155,345.87905629475944,323.156899588449,317.59220849900055,,,796.5760367257262,793.4093260992149,795.5612625848687,794.974547249931,796.3263655163,816.6978033156629,815.0733849661699,848.9577720278793,846.4424024309438,844.5322363717223,824.440012613933,878.8734617687415,878.646527244932,892.6477058047349,897.1871592203785,,
316.205382937477,320.40594409761,333.9685443696525,323.8618338448664,343.90536789667067,321.575124831427,359.0915340241935,307.8240968613401,363.18414015997064,304.1303779965358,292.2843894958499,322.8993374052505,348.0355359032044,323.9170837402347,307.8358288719544,,,799.4857166835247,794.244074866886,798.5053191412071,798.0291184924905,797.9854006086084,821.2099932716013,818.1431833903002,851.7514139811205,851.4396954491033,831.1286374046697,832.0100911458342,882.5795360746847,882.3383614676347,891.3729705810556,897.7356066022609,,
319.1029950096497,321.0215526762466,332.19655790783145,321.95569247291235,343.42884390694786,312.27955336797834,358.54726918538444,305.992164793469,360.73685219174376,299.70818419683576,306.2378710792181,316.27280789329916,354.0406664893744,,313.98053741455107,,,800.1016515096037,795.7229141961968,797.9251396542511,797.8657717023584,796.8880902244939,821.9460979643329,818.2014476231175,853.9311116536467,847.1874981834783,822.8477706909187,831.1974336533327,884.5582173665373,883.8799954368964,,899.0522918701181,,
320.58447483607733,322.47569565545973,332.3378386724566,325.0181793939503,344.9235832577663,317.07619185674787,360.3658770606635,309.9152267092753,366.06352597191255,302.81212325323224,326.10493977864616,320.7567098708383,350.00690423874664,,312.64704241071456,,,797.6373545328784,793.2564955211828,794.8835743495404,795.8610828944622,794.3152204241079,819.5173561459503,816.2873658679788,853.1916173299162,837.2833858671651,836.4389822823669,829.6144127618707,882.6507546561113,882.3345583961132,,903.0481741768982,,
324.01711890811043,326.0537796020511,329.2116423107332,328.75342123849083,348.1381454467777,320.7538884480797,364.1349708920437,315.7426823207313,379.42388843354763,307.8350454057969,350.7485286167693,324.78470466250496,354.1492498488657,,312.5750533512663,,,793.2827257428858,788.680716378349,790.7970326741544,790.7667570568274,789.7789626348595,814.5154262724384,811.697467258999,854.3048219226664,831.9824988955551,842.1476117088689,829.2709446861638,878.5580444335947,878.695124308269,,900.8634665352967,,
326.86182730538536,328.94504510788727,331.96533893403586,332.97885059175064,351.8930195399696,325.3416758946013,368.6091319492889,321.3259455362959,391.02966708228735,314.2465053740005,372.53352573939765,329.41785067603735,357.5401484171553,,308.33527755737333,,,787.0418679373612,782.2548588344036,784.2030352637889,784.837316240584,784.6213622320274,808.5425382341665,806.3026024954668,848.0583154587526,825.8807758149654,842.1476945422953,829.6304446629123,872.9793882824133,872.9928436279305,,897.8580809093665,,
331.95454842703714,334.6136220296227,328.8036103021534,337.312189011347,355.7210003080826,329.38870566231896,373.3232352847148,325.2764445713591,399.4279356456942,320.5126221066432,386.7762541998004,333.32791392008494,361.83824266706233,336.5153961181644,321.9897521791007,,401.9717203776046,783.296174548922,778.4318480718712,779.2172520955411,779.2845313662583,780.0919567289814,803.9153689429882,801.125445774624,844.1770680745451,823.7301933651886,845.0904399326877,828.9113695053834,867.737828572592,868.0013507661373,886.8587595621754,891.4656967889703,,885.1272379557299
334.7552453903928,340.1568487258188,339.43516104561974,341.9387995402021,360.5315202985495,333.09300486246775,378.31046222505154,329.06219954717756,408.66098749069977,324.693476540702,386.33105432419586,337.5232583908811,367.31035432361455,340.8434440976101,345.02752667381685,,392.39564877464693,779.8688826788047,775.3079550606872,775.9466461908257,775.3334935506192,775.5180711292093,800.4700459071576,796.449908665249,840.1833009265725,823.7685666765493,846.054853530158,828.5772405351919,864.2855849493126,863.4766446068181,885.2579745338085,887.2244197300511,,889.355003720239
346.7868706839429,345.265058971587,354.3100796654114,346.6505759102961,366.1484803699315,338.0027625674296,383.43019830612945,332.05652127947155,407.94986833844905,326.1122723533997,395.1297865368075,343.02905854724736,372.9542933872772,344.48197065080944,369.8101162683399,382.67534637451206,387.2243703206384,776.9091466267911,772.4279963175463,772.5773558843711,772.4057780674532,772.170708065942,798.1951551891516,793.6740907941553,837.6476106189554,821.7356273106175,847.0133852277492,828.0229630243218,861.8162413097571,861.1207515171604,884.5439031691787,887.1444644019725,887.6565602620451,891.5077165876124
357.0507144019721,351.17841520763614,365.1288960774743,353.05294908796077,373.0741595313666,343.8656202043809,390.4895317440945,336.0542729695641,408.6731233142675,328.3038606189549,403.8726403372632,350.0507816133048,379.6228100004654,346.8978304181784,389.1611326308481,364.96775272914374,390.99125816708556,775.3975971766888,770.9908356439507,770.4753120059066,771.1360008603058,770.217080979121,797.0966713314972,792.2158054170162,832.2491673060833,821.9190579368963,858.1782201131193,827.481870742072,860.9827968052464,860.8082624162955,883.0560477120545,891.0428844633565,885.3019111270004,890.0402163550975
367.5643212454663,360.33977617536306,374.6927621023999,362.0673809959778,383.1060489472892,353.0820366995679,400.7351328531905,342.86999675205806,413.6518670944945,331.9421279543925,412.1237654913043,359.2119235084174,388.6748904273627,352.6509958902998,400.89115288144103,357.93120865594807,391.3784063430063,774.1920634678439,769.4297332763679,769.1579717000334,769.9580103556323,768.606513613747,795.1469606672022,791.5976428077342,825.147992088682,822.5067055111847,861.1680530366451,827.2981102353058,859.8836466471362,860.614291236515,879.6252543131519,891.112864176433,884.126744588217,889.9890718005961
372.70966048467767,366.5132842290973,376.9520336332779,369.60868762788357,390.89257376534636,360.7180488223125,408.8057585216708,348.05092312040813,418.8957730247865,341.33886936732733,415.9846903483077,365.7684228079663,394.8507029215499,358.20252445765936,398.10849943615176,366.25334458124104,395.8426233927413,773.530081612724,768.7985858008983,769.0161205473407,769.8629953293581,768.4985827491405,794.0300322033117,792.5837914603104,818.7855798630495,823.1637813023166,844.5675706409281,827.8802403041302,860.12623232887,861.3343600318553,875.9843619210388,892.1392669677742,884.9083905901235,889.9567885625938
373.9685458228705,372.8812361217684,372.7086261567619,376.42081524076946,397.93656449090906,366.8994035266698,415.0284852527441,352.1328293936597,424.8330623081756,353.2077940078012,417.0838383265908,370.8418717157276,400.26148877825096,356.98452613467293,402.11894589378755,369.42783864339225,396.31159355526916,774.0433803740009,769.5884393964502,769.7056819370822,770.954784938268,769.4355250767306,793.7229937598827,794.1919602893655,815.0127567109614,823.9295182001031,824.3805796305346,827.4785301571808,860.6329265776143,863.6263703845805,871.4675249372217,890.3675994873055,884.901916503907,889.3418026878728
377.8399313063852,383.85490599132754,378.9622610182993,383.50276983351966,405.12417856852255,373.4382992699036,420.83570389520594,358.2224377223427,434.74867466517895,366.5651733761746,415.8357696533207,375.860628763835,405.9299298241029,364.1582892281672,405.02474030994273,372.1477196103054,393.6184924897697,774.8850424630309,770.8308021908722,770.6574641636447,772.8711471557624,771.3686381748752,795.6354813348687,798.0795607793906,812.6889568510517,825.7855438959039,803.7300814674022,827.5640869140632,862.6411234537768,863.094761439733,873.3009854271306,888.80836123512,884.8943634033211,888.4499293736058
396.26190766834117,398.5927098592126,396.1809300013955,390.8684997558598,412.9659431094219,380.7779522850403,425.9900879632863,361.7205080304831,440.09964352562355,378.38259015764544,,381.6970349266419,411.4977420625237,377.97645314534543,405.82664780389734,373.5061605544321,388.59649585542263,776.3848397391191,772.8060922168556,773.029381161645,776.223795209613,775.2954145159047,796.9930616106313,800.2265474228639,814.0269168672116,830.8287673223595,792.2268963768377,,865.3511621384403,863.58328537714,879.3164520263681,888.5152137393052,884.8878893171045,887.5869838169651
412.7700242542089,415.371371677944,411.2750146048413,400.56757536388614,422.0121841430668,389.77388400123266,433.22378576369556,368.5743697030207,448.4868273053855,380.6199522472567,,388.80248587472136,418.97636958531007,394.87692515055375,401.6678143455872,372.5963345482239,383.80337124779146,780.092691693988,776.5697344825389,776.9143124534978,779.3342132568366,779.5045365833108,798.7295216151654,800.4327599661699,813.5378505161838,835.7746204194576,787.7622538975314,,868.1585221063531,865.1027337937137,885.4547424316415,888.4383210681742,884.8846522739964,886.8840462820879
434.1237226213732,436.48484293619833,432.1224125453408,415.9823473975776,436.5320151192806,403.9490280151371,445.3925519670763,382.3995107014978,461.47651091076125,389.0632745651975,,399.71070534842397,430.19067927769294,409.5120108468196,406.6399354480566,372.59753417968784,380.07229432605595,784.077086312431,780.196170443581,780.7184368315204,781.4301270984475,782.9743034726105,798.9010460263214,798.366115570069,812.3698850359243,840.47720082601,793.4873203095942,,869.8068084716806,866.8116222563252,890.6303013392866,888.4232838948576,884.8868103027352,886.6469319661467
449.7828125726613,451.1400567917601,447.7881284441271,428.68489910307426,449.29553731282596,411.7546357654394,459.287861778623,388.41724904378293,478.36546579996786,396.603929792132,423.23742675781284,407.75009082612576,438.70685286749017,415.16991660708516,,,382.05129241943393,786.9771946498333,782.9431312197737,783.4874263945087,781.6843080066507,785.2233011154909,796.7392123994381,799.62825084868,809.5780774071111,845.0252888997404,792.9586257934577,838.5921936035164,870.9270055861709,869.0136290050697,893.5691056024469,,,886.8485717773447
459.52050599597794,461.2019486200246,458.26181611560685,440.1125008719312,457.3964109874911,426.75926971435587,462.9269387381422,412.1635466076083,475.21294384910993,418.9559035528278,425.67013949439684,412.92325410388804,447.3062569754469,410.5861427670437,428.0853551228845,,,787.2876140049533,782.8257595243915,783.0830524989544,780.5381811232801,784.3970565795905,796.757404145741,799.8109303429021,810.0492161342083,840.3074515206481,793.730644952684,843.1566002255402,869.226870582218,870.4520975748705,891.8627922421418,887.6092631022143,,
468.0094706217452,470.26111057826495,467.02283913748647,451.7263695853101,461.6834022885282,452.20792497907405,462.21467118036225,444.15142095656665,463.7367546444852,448.73584601992695,427.0796219961988,427.11121840704095,459.5995022001725,414.8139223371237,437.98324112665125,,,783.1434446062368,778.9713152930858,778.6037661234545,777.9375061761773,780.3438048589805,800.6113895234615,801.0825863792791,812.5174026489266,833.3943808419372,792.5175417945507,846.4340718587248,867.1823497953877,869.3630516415558,891.7516094389424,887.2335611979174,,
478.47048078264555,480.94004385811985,476.17336164202055,463.07195790608773,470.2526844569619,471.6735229492192,457.0541178385421,473.83060891287715,445.6520972478962,477.7863377162393,430.1691093444828,449.4935466221405,463.18365987141965,423.7356282188783,436.1025812058226,,,782.1695207868311,778.1229109991173,778.0665254138771,776.622020539784,777.8333787463966,801.5020810081853,798.6562361944298,817.8252963111522,825.1300241379519,800.1386558896027,844.3372744605663,866.4852694556835,867.8749106270934,891.0164249965131,886.6009136381613,,
489.13875034877276,493.1234494163881,485.74954659598257,475.88454219273206,484.38859957740465,484.8217471894768,464.35662732805565,492.68011583600776,448.3603493826734,486.45808392479347,426.1610445295065,468.5142484392443,471.6773005894256,436.8350492204943,442.2081785656161,,,781.4950997488847,777.701732817151,777.7689501444506,774.9357837495357,776.3240530831481,801.2327848161977,797.0682144165047,820.7839478992288,816.4319755917511,810.7445736839666,845.5053609212248,864.224416823615,865.8042689732151,890.4982401529955,887.2615836007262,,
506.40920838855607,510.01602281842963,502.3841643560505,491.7319452194945,501.95904686337474,494.8599704560784,487.55967567080586,501.3307800292974,477.1194107418973,486.6657008216499,448.55921372913224,486.71655055454846,487.2191994076688,454.9406939915253,463.83662668863974,,,778.8355836414163,775.0021275111615,775.3198249453598,772.4825664701923,773.6860082717176,797.1908271426255,793.4941072009867,818.2520007178905,813.7634524390819,821.5599950154631,839.7177614484522,860.6309981573204,862.4067113967178,887.516677129837,888.8621833437974,,
520.5733359200618,522.3332995460153,516.2386678059901,501.6044660295764,519.3171706426716,492.172979445685,517.2040503365658,488.80082884289016,520.6560966855009,464.0430957249237,485.2640904017862,493.85688236781573,500.7450688680018,468.7570711771652,489.1503056117471,,,775.6326312110546,771.6122087751123,772.159572601319,770.3243360973547,772.5808363414953,790.8704492478151,795.0969111124682,809.2309737432578,817.6851752144958,828.7731788271957,829.900356111073,858.9489106677836,860.2374500093015,884.4758358909978,891.4699677966898,,
