nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
576.8052978515625,818.1953735351562,578.9185791015625,813.3536376953125,574.0881958007812,813.6561889648438,561.1065673828125,769.475341796875,577.107177734375,769.475341796875,555.67236328125,789.1448974609375,574.39013671875,794.2892456054688,,,577.107177734375,833.023193359375,,,597.0325317382812,838.772705078125,541.18115234375,845.1275024414062,562.3141479492188,849.0614013671875,520.3501586914062,878.1118774414062,600.6553344726562,865.0996704101562,490.16021728515625,903.2283935546875,591.5983276367188,916.5431518554688
576.2913208007812,830.6253662109375,579.34912109375,822.6651000976562,576.9028930664062,820.828125,567.7293701171875,768.4741821289062,583.0185546875,767.8618774414062,562.8367919921875,788.6809692382812,568.646728515625,789.2932739257812,,,585.46484375,804.9076538085938,,,613.9027099609375,835.8301391601562,545.101318359375,846.85205078125,561.6136474609375,848.9951782226562,526.7542724609375,878.0806884765625,605.0350341796875,867.671142578125,489.1428527832031,902.8798828125,591.8862915039062,919.1065673828125
599.646240234375,800.7113037109375,,,592.2195434570312,804.1202392578125,582.0078735351562,765.3826904296875,596.5517578125,765.07275390625,577.3662109375,784.5964965820312,586.340087890625,788.00537109375,,,595.6234130859375,802.5707397460938,,,594.695068359375,805.3598022460938,558.1806030273438,844.097412109375,566.8450927734375,843.167724609375,537.1383666992188,877.566650390625,614.8089599609375,870.7488403320312,493.8161315917969,902.3587036132812,593.4573364257812,918.4735107421875
604.47802734375,816.78955078125,607.0433959960938,810.37158203125,605.119384765625,808.4461669921875,596.7818603515625,763.5206298828125,611.853515625,763.19970703125,591.3304443359375,780.8490600585938,600.6299438476562,784.6998291015625,,,587.1616821289062,807.8043823242188,601.2713012695312,811.6551513671875,605.119384765625,810.0506591796875,587.4823608398438,845.0284423828125,579.465576171875,839.5731811523438,547.3982543945312,875.1927490234375,623.397705078125,871.0211181640625,513.406982421875,894.446533203125,592.933837890625,917.230224609375
,,,,,,616.2713012695312,757.910400390625,633.6846313476562,758.9150390625,,,620.95947265625,780.3477783203125,649.758544921875,811.8271484375,607.5645751953125,806.134033203125,625.9825439453125,805.4642944335938,631.3405151367188,801.4456787109375,586.4676513671875,837.9483032226562,599.862548828125,834.934326171875,574.4122314453125,869.4276123046875,634.01953125,875.1207275390625,,,597.5184326171875,910.2838134765625
647.1748046875,758.0421142578125,646.843994140625,754.7299194335938,647.1748046875,754.7299194335938,630.6361083984375,755.0611572265625,646.1824951171875,755.3923950195312,624.0206909179688,771.6221923828125,633.94384765625,774.9343872070312,,,657.4287109375,803.4193115234375,,,672.6443481445312,801.4320068359375,599.54345703125,832.89794921875,613.1051635742188,835.87890625,594.5818481445312,868.6697387695312,639.2362060546875,877.281494140625,564.4815063476562,884.5682983398438,600.2050170898438,907.09130859375
651.8221435546875,755.1610717773438,651.8221435546875,752.2142333984375,651.8221435546875,751.2319946289062,637.4346923828125,753.52392578125,651.4951782226562,754.5062255859375,,,635.4727172851562,771.859619140625,,,672.0953979492188,802.637451171875,,,695.3115844726562,796.0889892578125,605.3898315429688,836.0346069335938,617.8153686523438,833.0877685546875,605.3898315429688,866.8123779296875,640.3775634765625,877.9447631835938,577.2688598632812,884.1658325195312,598.5230712890625,911.3419189453125
665.9155883789062,754.5554809570312,665.5935668945312,750.0447998046875,665.5935668945312,750.0447998046875,649.4908447265625,749.7225952148438,663.9832763671875,751.0113525390625,,,,,,,,,660.7627563476562,790.6409301757812,664.949462890625,790.6409301757812,,,630.4896850585938,828.6595458984375,627.9132080078125,864.4227294921875,642.4057006835938,879.5657958984375,608.9120483398438,881.8211059570312,599.572509765625,909.8517456054688
682.3677978515625,751.160400390625,682.3677978515625,746.7966918945312,682.703857421875,747.8037109375,667.5809936523438,745.7896728515625,681.6956787109375,748.1393432617188,657.1630249023438,759.5521240234375,682.3677978515625,774.6572265625,650.7777709960938,788.083984375,704.2120361328125,798.154052734375,652.1220703125,761.9017944335938,,,640.3598022460938,822.322265625,654.4744873046875,825.3433227539062,,,646.408935546875,876.70068359375,,,602.0484619140625,907.2466430664062
697.6243896484375,748.5751342773438,682.1547241210938,805.3499145507812,697.6243896484375,745.2742919921875,681.1672973632812,743.2937622070312,695.3203735351562,745.9344482421875,670.634765625,758.8078002929688,695.3203735351562,772.01123046875,,,706.51123046875,795.1172485351562,,,,,654.8359375,819.8736572265625,660.760498046875,850.2415771484375,,,650.2279052734375,875.98828125,,,608.7560424804688,905.0358276367188
