nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
1077.080078125,234.93011474609375,1085.5726318359375,213.23028564453125,1075.292236328125,234.4827117919922,1090.0423583984375,213.00657653808594,1079.9853515625,212.78286743164062,,,,,,,1084.6785888671875,238.50949096679688,1088.25439453125,212.78286743164062,1094.0650634765625,237.61465454101562,,,,,1069.258056640625,273.8556213378906,,,,,,
221.0791015625,393.26312255859375,217.52310180664062,391.5776672363281,213.40562438964844,391.7649230957031,209.10098266601562,394.01220703125,208.91383361816406,393.26312255859375,200.8660430908203,406.93402099609375,206.48077392578125,410.6794738769531,204.0477294921875,431.65399169921875,211.53404235839844,438.2085266113281,226.13235473632812,438.9576416015625,230.2498321533203,448.69580078125,203.4862518310547,452.25396728515625,207.41656494140625,454.5012512207031,204.0477294921875,478.659423828125,211.15972900390625,478.659423828125,,,,
213.85768127441406,395.5798034667969,216.1061553955078,392.76751708984375,211.79656982421875,392.3925476074219,218.916748046875,395.017333984375,206.1753692626953,393.7049255371094,202.42791748046875,406.6414489746094,205.98800659179688,410.01617431640625,214.232421875,431.7645263671875,211.2344512939453,437.9515380859375,223.22633361816406,439.0764465332031,229.03489685058594,446.57586669921875,210.48495483398438,450.13812255859375,206.1753692626953,453.5128479003906,204.3016357421875,480.3232727050781,208.98597717285156,480.3232727050781,,,,
219.45849609375,395.65130615234375,218.1414794921875,392.630859375,215.8837127685547,392.630859375,208.54598999023438,393.9523010253906,208.734130859375,393.9523010253906,202.1490020751953,406.78924560546875,206.28823852539062,410.37603759765625,214.19039916992188,431.89678955078125,211.1800537109375,437.7489013671875,224.53846740722656,438.12646484375,228.8658447265625,447.754150390625,203.6541748046875,451.15216064453125,206.47637939453125,453.6063232421875,203.84231567382812,478.902587890625,208.9222869873047,482.6781921386719,,,,
219.31082153320312,395.333984375,218.74273681640625,392.2937927246094,215.90231323242188,392.4837951660156,208.32785034179688,394.00390625,208.32785034179688,394.00390625,203.215087890625,406.5447082519531,207.0023193359375,408.8248596191406,214.19805908203125,430.4862976074219,211.16827392578125,437.5167541503906,224.99166870117188,437.7067565917969,228.96826171875,446.8273620605469,204.16189575195312,450.4375915527344,206.81295776367188,453.477783203125,203.40444946289062,481.02960205078125,209.46401977539062,481.02960205078125,,,,
219.22557067871094,395.7001953125,218.84860229492188,393.2465515136719,216.58676147460938,393.435302734375,208.67031860351562,394.19024658203125,208.8588104248047,394.19024658203125,211.49761962890625,407.59100341796875,206.22000122070312,408.3459777832031,214.701904296875,431.56134033203125,211.30914306640625,437.6011047363281,226.76504516601562,439.1110534667969,228.83839416503906,446.8495178222656,211.12063598632812,450.0581359863281,206.97393798828125,453.6442565917969,204.3351287841797,480.2569885253906,208.67031860351562,480.2569885253906,,,,
1076.3721923828125,216.60720825195312,1078.72509765625,214.64657592773438,1074.6075439453125,213.86233520507812,1081.0780029296875,215.23477172851562,1071.0782470703125,213.66627502441406,1078.1368408203125,225.03785705566406,1062.2548828125,224.0575408935547,1085.979736328125,236.409423828125,1057.7452392578125,247.58494567871094,1084.8033447265625,225.8220977783203,1071.0782470703125,254.44711303710938,1076.3721923828125,253.07467651367188,1064.01953125,252.29042053222656,1077.3525390625,275.4256896972656,1061.2745361328125,271.8966064453125,1072.45068359375,294.6397399902344,1072.05859375,296.208251953125
1074.412841796875,215.64691162109375,1076.682861328125,213.7471160888672,1072.710205078125,213.1771697998047,1079.3311767578125,214.69700622558594,1069.494384765625,213.55712890625,1080.277099609375,225.33590698242188,1061.360107421875,223.62608337402344,1085.762939453125,238.0645751953125,1053.4149169921875,238.0645751953125,1087.2763671875,250.98324584960938,1054.7391357421875,247.5635986328125,1075.358642578125,249.0834503173828,1062.8734130859375,249.0834503173828,1081.6011962890625,267.1315612792969,1063.44091796875,268.46142578125,1077.439453125,285.5596618652344,1058.5225830078125,282.51995849609375
1071.8983154296875,215.02685546875,1073.7811279296875,213.1422882080078,1070.0155029296875,212.95382690429688,1077.170166015625,213.70765686035156,1067.1912841796875,213.51919555664062,1080.1826171875,224.26126098632812,1060.2249755859375,224.82662963867188,1082.6302490234375,236.510986328125,1050.2462158203125,242.5416259765625,1083.571533203125,248.19534301757812,1057.4007568359375,253.84906005859375,1075.287353515625,251.77603149414062,1061.91943359375,252.34140014648438,1089.97314453125,268.5487365722656,1063.9906005859375,277.4062194824219,1082.8184814453125,289.090576171875,1058.1539306640625,302.0941162109375
1070.3623046875,214.959228515625,1072.473388671875,213.4209747314453,1068.443115234375,213.2286834716797,1075.73583984375,213.99781799316406,1065.564453125,213.99781799316406,1078.9984130859375,224.1888427734375,1057.6959228515625,226.88079833984375,1080.9176025390625,239.18695068359375,1047.5244140625,244.9554443359375,1080.7257080078125,253.22361755371094,1057.8878173828125,255.72329711914062,1075.35205078125,253.41590881347656,1063.453369140625,255.531005859375,1093.583984375,270.3368225097656,1067.4835205078125,278.98956298828125,1087.6346435546875,288.9883117675781,1056.54443359375,308.408935546875
