nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
1627.098876953125,260.24896240234375,1628.5849609375,258.3885498046875,1626.54150390625,258.2025146484375,,,,,,,,,,,,,,,,,1627.6561279296875,284.06207275390625,1619.6680908203125,281.271484375,1604.6209716796875,296.1546630859375,1596.8187255859375,289.6432800292969,1616.69580078125,321.8282165527344,1610.93701171875,320.1538391113281
889.5473022460938,39.688934326171875,890.8729248046875,38.36653137207031,888.5162353515625,38.36653137207031,893.3768920898438,39.101200103759766,886.7487182617188,38.95426940917969,897.5010986328125,46.00709533691406,882.4771728515625,46.447898864746094,903.5401611328125,56.733272552490234,875.112548828125,56.586341857910156,897.0592651367188,62.16983413696289,881.8880004882812,62.757568359375,895.1444091796875,66.28398132324219,883.9501342773438,66.28398132324219,,,,,,,,
1629.951171875,228.9338836669922,1633.110107421875,226.51205444335938,1630.136962890625,226.51205444335938,1640.357421875,227.62982177734375,1644.63134765625,227.62982177734375,1646.6754150390625,243.83741760253906,1635.52587890625,241.6018829345703,1642.02978515625,268.6145324707031,,,1633.110107421875,274.0170593261719,,,1637.755859375,283.51806640625,1619.91650390625,280.3510437011719,1603.3780517578125,296.93121337890625,1597.9891357421875,289.29315185546875,1618.429931640625,321.8946533203125,1610.0677490234375,319.65911865234375
889.5473022460938,39.6889533996582,890.8729858398438,38.366539001464844,888.5162963867188,38.366539001464844,893.376953125,39.101219177246094,886.748779296875,38.954280853271484,897.501220703125,46.007144927978516,882.4772338867188,46.44794845581055,903.5402221679688,56.73337936401367,875.112548828125,56.58644104003906,897.059326171875,62.169960021972656,881.8880615234375,62.7577018737793,895.14453125,66.28413391113281,883.9501953125,66.28413391113281,,,,,,,,
890.363525390625,39.701473236083984,891.8516845703125,38.06956100463867,889.1730346679688,38.06956100463867,893.7862548828125,39.256404876708984,886.9407958984375,38.66298294067383,897.5066528320312,46.229122161865234,882.1787719726562,46.229122161865234,903.6080322265625,57.05908203125,874.8869018554688,56.46566390991211,896.911376953125,62.25153350830078,881.7322998046875,62.3998908996582,894.976806640625,66.25714111328125,883.51806640625,66.25714111328125,,,,,,,,
890.5834350585938,39.649932861328125,891.9194946289062,38.16552734375,889.3958129882812,38.017086029052734,893.849365234375,39.20460891723633,886.8721923828125,38.75928497314453,897.5606079101562,46.32976531982422,882.270263671875,46.181331634521484,903.6470336914062,57.01750564575195,874.8477172851562,56.572181701660156,896.966796875,62.21293258666992,881.6764526367188,62.36137008666992,895.0369262695312,66.22083282470703,883.6062622070312,66.22083282470703,,,,,,,,
889.5636596679688,39.646095275878906,890.8882446289062,38.31931686401367,888.533447265625,38.171897888183594,893.3901977539062,39.05641555786133,886.767333984375,38.76157760620117,897.5111083984375,45.98516845703125,882.4993286132812,46.42742156982422,903.5452270507812,56.7468376159668,874.993408203125,56.59941482543945,896.92236328125,62.201377868652344,881.91064453125,62.79106521606445,895.1563110351562,66.32914733886719,883.9710693359375,66.4765625,,,,,,,,
889.5755004882812,39.7376823425293,890.8988037109375,38.26591491699219,888.5462646484375,38.26591491699219,893.3983764648438,39.14897155761719,886.7817993164062,38.85462188720703,897.515380859375,45.91908645629883,882.517822265625,46.50779342651367,903.5438232421875,56.662967681884766,875.01904296875,56.51578903198242,897.0742797851562,61.81414031982422,881.9296875,62.84437942504883,895.3098754882812,66.3766098022461,883.9881591796875,66.5237808227539,,,,,,,,
889.7037353515625,39.743690490722656,891.0286865234375,38.273624420166016,888.8204345703125,38.273624420166016,893.3841552734375,39.0086555480957,886.7593994140625,38.86164855957031,897.5062255859375,45.77096939086914,882.4901123046875,46.3589973449707,903.3948974609375,56.649478912353516,874.9819946289062,56.50246810913086,896.9173583984375,62.23573303222656,881.9012451171875,62.823760986328125,895.1507568359375,66.35192108154297,883.9622802734375,66.49893188476562,,,,,,,,
889.817138671875,39.7304801940918,890.9969482421875,38.2588005065918,888.9322509765625,38.2588005065918,893.504150390625,38.9946403503418,886.8674926757812,38.84747314453125,897.4861450195312,46.05868148803711,882.5905151367188,46.3530158996582,903.3853759765625,56.65474319458008,875.0689697265625,56.50757598876953,897.3386840820312,61.658443450927734,881.8530883789062,62.83578109741211,895.42138671875,66.36780548095703,884.0653076171875,66.51496887207031,,,,,,,,
